RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,65,220,95,35,94,4,6,35,1,26,0,0,53,32,7,2,1,63
Bad,63,204,79,21,85,6,2,26,2,73,0,2,77,79,4,3,2,70
Good,62,185,67,38,95,4,6,38,2,24,0,0,19,32,8,1,4,60
Bad,67,223,88,26,100,7,8,26,2,38,0,1,77,70,6,7,2,88
Bad,64,25,9,5,100,7,8,7,4,17,0,1,8,32,2,1,0,75
Bad,82,123,63,17,100,7,8,20,0,55,0,0,55,63,2,3,0,100
Good,59,21,8,4,100,0,8,7,5,33,0,0,11,93,2,2,0,80
Bad,56,180,86,15,72,4,3,18,3,78,0,2,101,91,2,6,1,100
Good,66,38,21,9,100,7,8,11,3,20,0,4,24,32,4,-8,1,75
Bad,67,245,110,20,87,4,6,23,0,17,0,0,40,6,6,2,1,64
Good,74,199,47,31,100,7,8,33,5,27,0,2,17,66,4,3,1,54
Good,84,186,71,15,100,7,8,15,0,27,0,0,13,75,1,2,0,50
Good,70,88,48,12,100,7,8,12,0,8,0,1,79,89,7,1,2,89
Bad,65,145,46,36,94,5,6,36,4,31,0,1,61,74,13,6,5,84
Bad,57,121,63,7,70,0,2,11,0,60,0,0,38,78,1,3,0,100
Bad,69,208,61,48,98,6,3,53,6,26,0,3,78,93,8,4,3,75
Bad,61,270,38,17,100,7,8,22,7,9,0,1,42,71,8,2,4,59
Good,90,205,104,11,100,7,8,11,0,18,0,0,0,32,1,-8,0,25
Bad,70,331,116,20,95,6,6,22,0,23,0,3,65,32,8,1,2,82
Good,81,243,89,41,100,7,8,44,9,27,0,7,1,39,7,4,0,50
Bad,69,60,31,16,100,7,8,16,0,13,0,1,76,32,8,1,7,69
Bad,58,25,10,3,100,7,8,4,3,25,0,4,85,32,1,1,1,75
Bad,63,78,35,5,83,4,6,6,1,67,0,2,62,82,1,2,1,100
Bad,64,46,28,4,100,7,8,4,0,75,0,0,62,32,20,1,2,100
Bad,59,75,43,22,96,5,6,23,2,30,0,7,59,82,14,4,2,90
Bad,58,53,21,12,100,7,8,12,3,33,0,3,93,96,5,1,2,75
Good,75,288,132,36,100,5,8,36,2,19,0,0,32,32,11,1,2,62
Good,71,279,60,27,100,7,8,28,4,36,0,0,73,83,2,3,1,71
Bad,57,191,99,20,65,0,2,23,0,26,0,0,27,66,4,2,0,50
Good,81,170,67,34,100,7,8,35,1,46,0,8,4,79,2,3,0,42
Bad,74,167,63,17,94,6,6,17,2,41,0,2,38,91,4,3,2,78
Bad,84,213,114,27,100,7,8,30,0,7,0,0,26,65,4,2,0,75
Bad,86,194,106,17,94,6,6,17,2,18,0,1,22,32,3,1,0,40
Good,84,270,104,33,100,7,8,33,0,36,0,3,0,84,1,3,0,31
Bad,69,167,60,9,90,6,2,10,0,20,0,0,84,18,2,1,2,60
Bad,81,397,108,21,100,7,8,21,0,14,0,2,23,32,13,-8,1,81
Bad,64,182,43,18,61,6,6,19,2,33,0,0,38,32,5,1,2,55
Bad,57,104,52,26,88,4,6,26,3,31,0,3,36,58,10,2,1,86
Bad,83,350,101,32,97,6,6,32,1,19,0,0,2,61,3,4,0,54
Bad,69,57,37,14,100,7,8,14,1,50,0,4,52,152,6,7,2,100
Good,61,380,108,47,98,6,6,55,7,16,0,7,39,32,11,4,5,53
Bad,62,96,62,8,56,4,2,9,1,22,0,0,6,32,1,1,0,33
Bad,63,71,41,18,100,7,8,18,0,22,0,1,92,25,11,2,6,100
Good,65,521,159,36,90,4,6,39,1,41,0,0,19,85,7,2,0,64
Good,77,260,97,29,97,6,6,30,2,13,0,0,36,32,3,-8,0,33
Bad,67,96,63,20,75,4,6,20,0,55,0,0,4,78,3,3,0,60
Bad,86,216,95,26,97,6,6,29,1,28,0,0,1,65,3,3,0,55
Bad,60,15,11,7,100,7,8,8,3,29,0,1,64,32,2,1,2,75
Bad,79,97,56,19,100,7,8,20,1,30,0,3,12,13,2,2,0,83
Bad,64,170,63,16,79,6,2,20,1,53,0,0,27,57,2,4,2,100
Bad,55,137,67,13,79,0,2,14,1,21,0,9,26,89,2,2,0,71
Good,70,156,81,20,95,6,5,21,1,67,0,8,11,53,2,4,0,60
Good,83,147,51,22,100,7,8,23,3,26,0,0,5,86,3,3,0,60
Bad,59,52,30,10,73,3,5,11,0,45,0,1,46,122,1,4,2,56
Good,79,175,66,42,100,7,8,43,6,16,0,1,3,96,4,2,1,27
Bad,59,183,133,2,40,6,2,7,0,20,0,1,62,32,20,1,2,100
Bad,76,42,27,7,100,7,8,7,0,71,0,1,30,32,1,3,0,80
Good,63,294,146,11,59,4,4,17,0,18,0,0,34,32,7,1,1,67
Bad,62,84,46,23,96,6,6,24,1,29,0,0,54,39,5,2,3,70
Bad,56,148,59,13,75,0,2,16,0,63,0,1,86,4,3,2,1,71
Good,76,222,80,34,97,6,6,36,3,22,0,4,6,62,6,5,0,55
Good,67,192,127,15,68,3,5,19,1,21,0,2,18,32,4,1,0,83
Good,72,157,66,48,96,6,6,53,6,17,0,1,16,87,5,4,2,39
Bad,56,36,17,18,100,7,8,18,10,22,0,3,51,93,9,4,3,82
Bad,77,187,74,37,100,7,8,37,0,14,0,0,35,32,4,1,2,38
Good,64,25,14,5,83,4,6,6,2,50,0,1,4,59,1,3,0,80
Bad,58,139,87,14,75,3,5,16,0,50,0,2,84,32,7,1,1,100
Bad,59,179,40,28,100,7,8,28,3,11,0,1,62,65,8,1,4,75
Good,65,133,41,17,94,4,6,17,5,53,0,1,43,90,2,4,1,67
Bad,80,250,76,10,92,6,6,12,1,33,0,2,4,7,3,3,1,75
Bad,67,135,71,29,94,6,6,33,4,9,0,8,35,69,10,1,2,46
Bad,72,257,69,20,100,7,8,20,1,45,0,0,74,55,3,4,2,88
Bad,86,263,109,11,100,7,8,11,0,27,0,1,11,32,2,1,0,50
Bad,64,175,72,23,100,7,8,24,1,13,0,2,77,75,10,1,6,71
Good,80,277,106,16,88,4,6,17,3,24,0,0,5,95,3,2,0,45
Bad,70,72,43,21,91,6,6,22,2,27,0,0,22,31,3,3,1,50
Good,82,180,106,16,94,6,6,16,0,13,0,2,3,32,2,1,0,38
Bad,61,350,92,33,86,3,5,36,5,25,0,1,43,74,6,3,1,53
Bad,59,282,74,24,92,4,6,25,0,32,0,0,74,97,6,3,2,82
Bad,59,45,31,10,73,3,4,15,1,20,0,0,14,32,6,1,0,88
Good,89,167,92,16,100,7,8,16,0,38,0,0,1,44,1,2,0,60
Bad,70,166,86,19,95,6,6,20,1,40,0,0,59,79,5,3,1,73
Bad,75,113,105,2,100,7,8,2,0,0,0,0,101,32,2,-8,1,100
Bad,63,129,51,13,85,4,6,13,3,46,0,3,43,2,4,2,0,75
Bad,60,101,34,20,81,4,5,21,2,67,0,0,30,89,1,8,1,82
Bad,66,346,90,30,94,6,2,31,5,26,0,3,65,86,7,3,6,79
Bad,59,220,70,29,97,4,6,30,2,47,0,0,55,89,4,3,3,70
Good,72,285,76,52,96,6,6,53,7,13,0,3,13,58,4,3,1,25
Good,82,172,71,23,100,7,8,24,4,54,0,1,4,81,4,3,0,70
Bad,77,516,110,10,90,6,6,10,0,30,0,1,55,79,3,2,1,86
Good,75,90,40,20,95,6,6,20,5,15,0,0,26,96,10,2,0,75
Bad,84,447,118,20,95,6,6,20,0,40,0,1,12,32,5,1,0,75
Good,82,357,139,27,97,6,6,30,0,37,0,0,0,32,2,1,0,57
Bad,82,241,95,33,100,7,8,33,4,6,0,2,2,32,4,2,0,43
Bad,56,324,100,39,95,6,6,42,2,14,0,4,94,32,20,1,18,85
Bad,75,209,59,27,100,7,8,28,4,29,0,3,21,71,5,3,1,89
Bad,77,264,78,35,100,7,8,35,7,6,0,2,11,32,6,2,2,47
Good,88,270,118,25,100,7,8,29,0,52,0,1,0,51,0,4,2,57
Good,62,323,104,14,100,0,8,24,2,18,0,1,4,100,3,1,0,36
Good,68,179,101,24,92,6,6,24,1,29,0,2,62,82,8,2,2,73
Bad,57,60,46,4,75,6,6,9,0,50,0,1,9,93,2,1,0,100
Bad,66,58,20,10,90,6,6,10,4,20,0,6,31,91,4,1,1,56
Bad,77,275,63,15,89,6,5,18,4,22,0,2,18,32,4,1,0,56
Good,87,155,70,35,100,7,8,36,1,19,0,0,2,32,2,1,0,20
Good,68,298,131,74,95,4,6,78,3,59,0,5,2,22,3,23,0,70
Good,88,414,117,28,100,7,8,28,0,18,0,0,1,92,1,2,0,60
Bad,76,177,44,24,96,6,5,26,3,15,0,1,5,76,4,3,0,37
Bad,73,181,59,22,100,7,8,22,2,41,0,0,56,54,6,5,1,79
Bad,67,176,79,22,83,6,5,24,4,21,0,0,61,95,7,2,2,90
Good,87,359,125,18,100,7,8,18,0,33,0,0,1,51,3,3,0,50
Good,80,381,90,23,92,6,6,24,2,33,0,1,3,84,3,3,0,50
Bad,59,132,80,11,47,3,5,17,0,41,0,2,2,32,2,1,0,67
Good,75,28,16,3,100,7,8,4,2,25,0,1,36,49,3,1,0,100
Good,66,197,73,28,90,4,6,29,2,24,0,1,12,32,7,1,1,57
Bad,62,153,68,27,86,2,4,28,3,25,0,2,22,30,7,3,2,50
Good,71,483,127,24,96,6,6,25,4,4,0,0,37,90,5,1,2,43
Bad,56,78,40,14,81,4,6,18,3,19,0,0,22,89,2,2,1,50
Bad,65,139,67,27,93,4,6,28,3,21,0,1,54,48,9,1,4,77
Bad,63,44,30,5,80,4,6,5,0,80,0,9,68,85,1,1,0,100
Good,61,150,36,5,83,4,6,6,2,33,0,0,69,74,3,2,1,100
Bad,58,92,34,11,92,6,6,12,1,58,0,1,70,78,2,3,1,83
Bad,69,77,45,28,100,7,8,29,3,38,0,0,39,72,4,5,0,75
Bad,73,273,100,23,88,6,2,25,2,46,0,0,0,82,1,2,0,50
Bad,75,172,47,10,100,7,8,11,5,18,0,1,32,32,5,-8,1,83
Good,78,167,72,46,98,6,6,49,3,41,0,4,13,60,7,8,1,75
Good,76,222,85,47,100,7,8,47,2,28,0,0,37,59,4,4,0,53
Bad,57,126,53,40,95,0,5,44,2,28,0,2,84,59,8,8,4,73
Bad,64,30,19,6,86,6,5,7,1,57,0,1,62,92,20,3,2,100
Bad,58,89,49,15,67,6,6,16,2,20,0,1,68,61,9,1,1,83
Bad,59,58,28,5,67,0,2,6,0,67,0,0,99,32,1,1,1,100
Bad,66,173,89,2,50,6,6,2,1,50,0,13,66,98,1,1,2,100
Bad,61,229,114,20,68,4,4,25,0,36,0,2,63,86,6,3,1,90
Bad,66,19,11,5,100,7,8,5,3,40,0,2,66,80,3,2,0,100
Bad,67,189,111,8,70,6,3,10,0,50,0,1,97,32,1,1,1,100
Good,68,175,48,27,100,7,8,29,4,28,0,1,54,44,7,3,1,83
Bad,64,150,40,24,100,6,8,24,10,25,0,0,53,57,11,3,4,82
Bad,77,131,76,23,100,7,8,24,3,17,0,3,19,32,6,-8,0,44
Bad,66,145,81,13,71,6,2,14,1,36,0,1,0,64,0,3,2,60
Bad,68,154,62,16,94,6,2,18,4,22,0,4,42,75,9,2,2,85
Bad,64,180,48,13,92,6,6,14,3,62,0,1,75,31,2,4,1,86
Bad,77,157,86,2,67,6,6,3,1,67,0,0,10,32,1,1,2,100
Bad,78,161,70,18,90,6,6,20,1,30,0,0,1,67,3,3,0,64
Bad,70,310,58,16,100,7,8,17,5,12,0,4,62,32,6,1,2,88
Bad,78,168,68,18,100,7,8,18,2,33,0,0,22,47,5,2,0,70
Good,73,99,50,18,100,7,8,21,2,20,0,3,1,32,3,1,0,57
Good,82,176,107,40,100,7,8,40,0,35,0,0,0,75,2,2,1,21
Bad,82,177,54,25,96,6,6,26,4,42,0,1,9,77,4,2,0,75
Bad,71,227,81,24,80,3,5,25,3,8,0,1,4,89,2,2,0,33
Bad,79,21,11,1,100,7,8,2,1,50,0,0,0,32,0,1,2,50
Good,88,309,86,9,100,7,8,10,0,10,0,1,9,32,2,-8,0,40
Bad,70,389,81,64,98,6,6,66,3,26,0,6,67,57,32,5,7,93
Bad,75,233,96,12,92,4,6,12,5,17,0,8,6,32,2,2,0,50
Good,81,368,82,51,100,7,8,52,6,19,0,3,7,58,4,2,0,32
Bad,65,106,71,9,54,6,2,14,2,31,0,1,10,32,2,1,0,60
Bad,68,144,68,24,85,3,2,28,0,15,0,1,38,28,8,1,0,83
Bad,62,233,72,8,78,6,5,9,2,44,0,0,95,85,3,2,3,100
Bad,72,206,78,33,97,4,6,34,8,29,0,7,22,68,10,3,1,81
Bad,81,179,99,16,100,7,8,19,0,26,0,0,26,32,2,1,1,60
Bad,68,60,38,11,83,6,5,12,1,17,0,1,57,32,5,1,2,67
Bad,66,153,52,29,100,7,8,29,1,14,0,0,61,79,5,1,4,43
Bad,65,38,28,5,100,6,8,5,0,40,0,2,99,40,1,2,1,100
Bad,62,192,38,22,100,7,8,22,2,9,0,3,65,32,15,-8,7,79
Bad,70,55,50,2,100,7,8,2,0,50,0,3,92,32,1,-8,2,100
Bad,61,119,60,8,78,4,3,9,1,67,0,0,115,78,1,2,1,75
Bad,71,295,102,20,91,4,2,22,0,27,0,1,53,58,2,2,0,67
Bad,66,139,80,7,100,7,8,8,1,25,0,0,86,32,2,1,2,100
Bad,57,81,47,13,79,6,6,15,1,64,0,1,48,19,5,4,0,100
Good,90,113,107,4,100,7,8,4,0,0,0,1,5,32,2,-8,0,75
Bad,73,169,105,20,95,6,6,21,1,14,0,0,39,21,2,2,0,57
Bad,55,343,101,44,96,1,3,47,2,28,0,1,86,54,13,7,9,84
Bad,59,168,38,21,100,7,8,21,12,38,0,1,85,90,10,5,4,94
Good,77,143,74,21,100,7,8,22,1,23,0,1,13,15,5,2,1,80
Bad,70,149,72,24,93,4,4,29,6,55,0,0,24,106,2,8,0,67
Bad,71,114,66,39,96,4,6,46,0,41,0,0,17,81,6,7,1,50
Good,75,416,167,7,89,5,2,10,2,33,0,1,8,57,5,2,0,88
Bad,70,142,47,16,100,7,8,16,4,19,0,2,30,55,4,2,1,55
Bad,58,353,151,42,95,2,4,44,1,30,0,1,19,56,9,4,1,56
Bad,60,169,83,18,81,4,2,21,1,29,0,0,83,53,3,4,1,89
Good,80,149,52,16,100,7,8,16,2,63,0,1,26,83,1,4,0,83
Good,79,140,70,24,96,6,5,25,0,32,0,3,0,74,0,2,0,22
Bad,66,138,72,4,50,6,2,8,1,25,0,1,46,32,1,1,0,100
Bad,56,135,74,34,91,4,5,35,0,20,0,9,55,48,8,3,3,61
Bad,63,320,88,13,79,2,4,14,0,29,0,0,17,32,3,1,0,36
Good,77,188,57,34,100,7,8,38,3,24,0,9,4,70,3,3,0,35
Bad,72,85,52,10,100,7,8,11,1,18,0,4,49,32,2,1,1,50
Good,62,128,57,16,71,4,2,21,2,33,0,0,48,39,8,2,1,100
Bad,61,358,95,31,91,4,6,33,1,39,0,0,70,32,10,1,2,85
Bad,74,312,73,29,97,6,6,30,4,17,0,3,14,87,3,1,1,27
Bad,61,114,59,3,25,3,4,8,0,63,0,0,0,77,0,2,0,40
Bad,69,217,93,18,80,4,6,20,0,45,0,5,20,24,4,3,1,78
Bad,59,159,74,2,33,1,3,3,1,100,0,0,62,32,20,1,2,100
Bad,51,106,65,13,78,4,6,18,1,56,0,0,87,86,5,2,3,100
Good,76,368,80,31,100,7,8,32,3,16,0,0,21,50,8,2,2,65
Good,79,198,102,9,90,6,2,10,0,40,0,0,1,32,2,1,0,43
Bad,68,293,65,15,100,6,8,16,3,50,0,1,86,61,5,2,3,88
Good,63,218,90,13,74,6,5,19,3,26,0,1,56,84,5,3,1,89
Good,87,302,151,20,100,7,8,20,0,30,0,0,18,32,3,2,0,50
Good,66,144,66,39,88,4,5,41,3,2,0,2,29,32,6,1,1,33
Bad,61,114,56,6,86,0,2,7,3,0,0,0,69,32,4,-8,1,100
Good,73,184,69,13,85,4,6,13,1,23,0,2,8,92,1,2,0,43
Bad,59,30,15,10,100,7,8,12,1,25,0,3,62,32,6,2,3,89
Bad,86,294,118,16,100,7,8,16,1,19,0,0,18,32,2,2,0,44
Good,67,296,68,20,100,7,8,22,5,27,0,7,64,32,7,1,2,80
Bad,57,74,30,14,94,6,5,16,3,44,0,0,96,61,7,2,1,91
Bad,84,484,142,8,80,6,5,10,0,40,0,1,11,53,3,1,0,100
Bad,58,231,113,16,76,4,6,17,0,18,0,0,71,32,6,1,3,78
Bad,68,319,127,26,93,6,6,28,2,29,0,0,29,47,9,4,2,62
Good,74,331,121,52,100,7,8,54,1,28,0,2,47,90,7,2,1,53
Bad,88,229,102,22,100,7,8,22,0,27,0,0,5,32,2,1,0,50
Bad,66,136,40,20,100,7,8,22,6,9,0,0,33,32,6,1,3,64
Bad,62,226,79,42,98,6,6,42,6,21,0,1,50,81,13,3,4,80
Bad,64,92,35,21,91,6,6,24,5,23,0,1,9,58,3,4,0,53
Bad,70,67,25,4,100,7,8,4,3,75,0,0,98,101,1,2,1,100
Bad,65,12,10,2,100,7,8,2,1,50,0,1,103,32,1,-8,1,100
Good,60,182,87,19,84,4,6,20,1,21,0,0,93,60,8,2,4,100
Bad,59,181,71,15,93,6,6,18,0,27,0,2,41,31,3,2,2,71
Bad,54,39,19,6,100,0,8,15,1,75,0,2,92,86,2,3,2,100
Good,87,378,116,17,100,7,8,17,0,6,0,1,14,32,6,-8,0,60
Bad,71,135,73,21,87,6,4,23,0,4,0,0,26,32,4,1,1,55
Good,86,283,121,13,100,7,8,16,0,44,0,0,0,82,1,1,0,40
Good,66,394,123,28,93,0,2,31,1,0,0,1,12,32,6,-8,0,41
Good,73,261,66,31,100,7,8,31,8,16,0,3,18,32,7,2,1,53
Bad,74,111,37,8,100,7,8,9,2,22,0,4,49,73,5,2,1,88
Bad,68,155,48,10,90,4,6,12,0,40,0,0,59,49,3,4,0,100
Good,75,130,61,20,100,7,8,21,3,19,0,0,57,98,3,3,2,43
Good,77,101,63,31,100,7,8,32,0,9,0,1,36,3,2,2,1,40
Good,83,789,102,41,100,7,8,41,1,17,0,1,1,32,3,-8,1,23
Bad,86,348,170,11,100,7,8,11,0,18,0,1,23,32,4,1,0,63
Good,71,301,132,13,93,4,6,14,0,36,0,0,46,32,2,1,1,60
Bad,72,166,74,37,95,4,4,41,0,15,0,1,16,32,3,1,1,26
Good,77,173,59,7,100,7,8,8,1,43,0,0,69,32,1,1,0,100
Bad,68,374,72,21,95,4,6,22,5,36,0,0,45,79,5,2,1,70
Bad,74,219,90,15,71,4,5,17,0,41,0,3,25,51,3,3,0,75
Bad,65,336,78,33,94,6,2,35,2,40,0,4,59,30,11,5,3,80
Bad,56,213,71,18,70,3,5,20,4,10,0,1,9,32,4,1,0,56
Bad,55,223,107,12,79,4,5,15,0,36,0,0,86,50,4,3,2,100
Bad,65,317,132,12,80,3,2,15,4,20,0,9,43,90,7,2,2,100
Bad,63,274,94,49,94,6,6,52,2,10,0,1,43,77,19,3,5,64
Good,72,225,56,17,100,7,8,17,5,12,0,2,50,32,7,1,1,69
Bad,79,116,67,46,100,7,8,51,2,25,0,0,4,28,6,2,1,45
Good,74,219,90,30,100,7,8,30,0,33,0,2,28,32,9,2,1,79
Bad,66,62,37,18,100,7,8,22,3,5,0,1,64,32,9,1,3,85
Good,73,304,97,54,100,7,8,54,4,37,0,1,19,89,6,5,2,50
Bad,75,98,56,20,95,6,6,20,2,20,0,0,16,32,3,-8,1,33
Bad,66,165,69,21,59,6,3,27,4,48,0,1,22,71,2,3,0,63
Bad,75,60,32,13,100,7,8,13,0,31,0,4,40,75,1,2,1,50
Bad,80,234,74,23,100,7,8,23,1,17,0,1,32,85,3,2,0,83
Bad,63,124,70,41,86,4,6,43,2,47,0,0,17,71,4,5,0,48
Good,73,83,37,24,100,7,8,25,2,24,0,2,29,58,3,2,1,45
Good,62,190,80,29,74,5,5,31,3,45,0,1,60,82,6,8,1,100
Good,73,135,72,27,87,6,5,30,0,47,0,1,0,24,1,5,0,60
Good,82,111,67,4,100,7,8,4,0,50,0,0,14,32,1,-8,0,100
Good,86,423,149,14,93,6,7,15,0,53,0,0,23,60,3,2,0,83
Bad,56,295,115,22,81,4,4,27,2,33,0,0,66,88,4,4,1,73
Good,67,404,133,17,100,7,8,18,0,50,0,1,81,76,4,3,3,100
Good,68,261,104,25,96,6,6,25,0,24,0,1,78,20,7,3,4,83
Bad,68,46,31,11,91,6,6,11,0,36,0,0,33,56,4,2,0,86
Good,62,135,63,9,69,6,3,14,1,38,0,0,0,32,0,-8,2,0
Bad,63,59,29,7,71,6,6,7,0,29,0,1,64,41,4,1,1,83
Good,80,360,114,27,97,6,6,29,2,62,0,1,10,100,3,2,2,63
Good,69,344,103,24,85,3,5,27,2,30,0,1,38,70,4,3,0,73
Bad,51,91,27,7,75,0,2,9,3,63,0,4,76,89,3,2,1,100
Good,71,376,115,35,100,7,8,36,2,22,0,0,32,4,9,3,2,59
Bad,68,108,58,15,81,6,6,16,1,25,0,0,31,78,4,3,1,70
Bad,60,171,85,24,76,6,6,25,0,40,0,2,86,38,7,2,3,100
Good,88,164,87,19,100,7,8,19,1,21,0,0,3,32,3,1,0,80
Bad,61,43,23,25,100,7,8,25,6,0,0,6,44,32,12,-8,3,52
Bad,64,246,84,43,100,0,8,45,9,27,0,4,49,100,14,3,4,63
Good,75,98,54,21,100,7,8,24,1,13,0,1,36,32,7,1,1,67
Bad,66,206,76,36,79,4,4,38,2,53,0,0,60,78,8,2,2,83
Good,81,167,77,19,95,6,6,20,1,30,0,1,11,32,1,1,0,40
Bad,67,187,89,47,87,6,4,55,4,13,0,2,30,43,13,3,3,55
Bad,68,164,59,40,93,6,4,43,5,47,0,1,24,78,7,12,1,76
Good,57,151,102,4,60,6,2,10,0,100,0,1,62,32,20,1,2,100
Bad,88,367,170,26,100,7,8,26,0,19,0,0,1,39,1,1,0,25
Bad,68,238,72,31,91,0,2,33,0,21,0,0,20,62,5,2,1,44
Bad,58,29,13,13,100,7,8,15,8,0,0,12,27,32,8,-8,3,57
Bad,67,137,54,15,82,6,6,17,1,24,0,3,47,32,4,1,1,60
Bad,69,57,27,14,100,7,8,15,5,47,0,0,46,97,6,2,2,89
Bad,57,198,49,8,77,6,2,13,3,38,0,1,94,61,4,2,3,100
Bad,68,182,77,24,88,4,6,24,0,38,0,0,29,75,4,3,0,58
Good,74,165,68,28,97,6,6,30,4,33,0,1,58,86,4,4,1,67
Bad,64,195,52,30,100,7,8,30,5,33,0,4,75,32,5,2,2,50
Bad,71,97,59,20,100,7,8,20,1,65,0,0,84,77,3,6,3,75
Good,70,132,64,20,92,4,6,26,4,4,0,1,1,32,1,-8,0,13
Bad,57,119,59,39,97,4,6,39,3,3,0,3,58,65,8,1,4,36
Bad,60,141,61,16,94,4,6,17,2,47,0,1,64,56,9,3,2,100
Bad,67,234,96,43,100,7,8,43,3,12,0,1,79,24,23,4,11,87
Bad,69,138,92,6,83,6,6,6,0,50,0,0,84,32,1,1,1,100
Bad,60,79,32,18,100,7,8,19,6,26,0,4,20,100,6,2,1,57
Bad,68,18,18,2,100,7,8,2,0,100,0,0,62,32,20,1,2,100
Good,86,307,131,14,100,7,8,15,0,0,0,0,10,32,2,-8,0,29
Bad,76,137,62,31,91,6,3,33,5,36,0,0,9,32,4,1,0,36
Bad,77,239,116,20,95,6,6,21,1,19,0,1,34,32,1,1,1,22
Good,79,288,92,33,97,4,6,37,2,24,0,2,2,69,4,3,0,32
Good,69,369,132,20,80,4,6,20,0,15,0,0,23,31,7,2,0,64
Bad,64,242,70,21,95,0,6,22,1,43,0,1,58,87,5,3,2,89
Bad,62,104,53,28,93,4,6,30,5,60,0,6,10,77,4,4,2,73
Bad,60,75,30,28,100,7,8,29,6,41,0,4,83,96,9,2,3,92
Good,75,178,62,38,95,6,6,39,2,15,0,1,15,32,6,-8,1,43
Bad,61,163,46,22,96,6,6,23,4,35,0,4,87,76,7,3,4,67
Bad,73,420,208,7,88,6,6,8,0,25,0,0,76,32,3,-8,2,75
Bad,83,144,68,13,100,7,8,13,0,23,0,0,3,32,3,-8,0,100
Bad,63,97,53,17,88,6,6,18,2,18,0,4,65,79,3,1,1,44
Bad,72,119,33,19,100,7,8,20,3,40,0,0,37,32,9,2,0,85
Bad,79,304,111,31,97,6,6,31,2,13,0,2,19,96,8,2,1,59
Good,82,356,85,34,100,7,8,34,3,21,0,1,2,32,5,1,0,35
Good,74,246,107,30,100,5,8,32,3,13,0,1,47,79,17,2,2,71
Bad,61,149,75,4,100,7,8,8,0,50,0,0,62,89,20,2,2,100
Bad,63,298,116,11,62,4,2,13,2,46,0,0,41,55,5,4,0,100
Bad,65,291,91,28,71,4,6,28,1,11,0,0,8,32,7,1,1,40
Bad,69,237,76,47,100,6,8,52,2,27,0,0,8,32,5,1,1,60
Bad,67,176,59,29,100,7,8,29,1,66,0,3,95,76,3,6,2,82
Bad,58,71,44,4,60,6,5,5,2,60,0,0,99,32,1,1,1,100
Good,85,419,204,11,100,7,8,11,1,27,0,0,6,32,3,1,1,67
Good,92,279,167,4,100,7,8,5,1,0,0,0,4,32,2,-8,0,100
Good,89,315,90,13,100,7,8,13,0,15,0,0,6,85,1,1,0,33
Bad,68,150,67,20,90,4,6,20,4,60,0,3,69,71,3,3,1,75
Good,87,405,124,25,100,7,8,25,0,20,0,0,9,32,4,1,1,63
Good,87,253,92,13,93,6,6,15,2,33,0,0,0,32,0,1,0,20
Bad,56,247,57,27,82,4,6,28,3,46,0,1,88,99,4,2,3,86
Good,88,214,114,31,100,7,8,31,2,13,0,1,16,32,2,1,0,19
Bad,60,147,107,7,89,0,2,12,1,33,0,6,1,32,1,-8,1,50
Bad,71,164,81,12,100,7,8,12,1,33,0,1,83,40,5,2,2,78
Good,84,317,132,26,100,7,8,27,2,22,0,0,16,51,5,3,1,57
Good,64,169,76,64,98,6,6,66,4,21,0,1,53,32,15,2,4,62
Bad,61,189,101,18,83,4,6,18,1,39,0,4,60,32,4,1,1,71
Good,87,129,77,15,100,7,8,16,2,19,0,0,6,32,3,1,0,40
Bad,62,146,61,10,82,6,6,12,0,55,0,2,50,32,4,1,2,100
Bad,81,112,55,17,100,7,8,19,1,47,0,1,24,32,1,2,1,33
Good,75,129,64,28,100,7,8,28,0,25,0,0,59,32,2,5,1,58
Good,74,151,66,45,100,7,8,46,0,9,0,0,19,32,7,1,3,50
Good,68,266,71,32,91,2,4,34,5,26,0,4,13,96,5,3,0,65
Bad,57,75,33,17,88,4,6,17,1,18,0,0,32,32,3,1,2,44
Good,63,112,45,37,100,7,8,37,9,5,0,2,25,32,10,-8,1,56
Good,76,348,119,29,100,7,8,29,1,28,0,0,33,89,10,2,1,65
Good,55,193,64,24,92,4,6,24,2,17,0,1,78,10,11,3,6,88
Bad,68,144,41,19,100,7,8,21,4,24,0,1,63,78,10,3,3,93
Bad,62,207,61,17,95,6,3,19,1,11,0,2,82,32,12,-8,6,81
Bad,85,198,132,5,100,7,8,5,0,60,0,0,26,32,1,1,0,100
Bad,63,191,102,40,75,4,5,44,3,23,0,4,34,44,11,3,2,74
Bad,70,105,57,14,86,4,6,14,1,7,0,0,24,32,5,1,1,67
Bad,62,147,41,8,89,5,2,9,2,44,0,1,97,84,4,3,1,100
Bad,65,264,115,11,57,4,6,14,1,21,0,2,19,63,4,2,1,100
Good,78,238,106,30,93,6,6,30,0,27,0,1,13,73,2,4,0,58
Good,69,272,90,11,92,0,2,12,2,42,0,0,35,95,3,1,1,71
