ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
85,224,101,16,100,7,8,5,2,25,13,0,1,72,2,2,0,44
81,261,94,22,100,7,8,22,2,64,2,1,67,100,2,3,0,100
72,190,76,50,98,6,6,54,1,61,-7,1,57,49,6,13,1,95
68,74,32,14,93,6,3,15,4,40,0,0,58,32,2,5,1,64
59,48,23,21,100,7,8,22,2,43,1,3,52,87,5,4,3,75
77,300,108,13,93,6,5,9,1,50,-7,1,63,67,1,2,1,80
58,164,88,17,86,4,4,24,2,41,0,4,24,59,4,3,2,78
73,264,71,29,93,6,6,29,5,21,0,0,14,72,9,3,0,62
71,84,40,28,100,7,8,28,2,25,-7,2,23,75,7,4,1,55
74,66,36,10,100,7,8,10,1,40,0,3,41,94,2,1,1,75
86,464,153,33,100,6,7,34,2,35,5,1,4,32,8,1,0,80
73,139,43,14,100,7,8,14,3,36,1,2,8,86,3,2,1,71
75,117,59,31,100,7,8,32,1,19,0,1,29,98,3,3,2,43
82,233,119,37,100,7,8,39,0,23,12,0,20,88,5,3,0,47
65,280,69,31,100,7,8,33,4,6,0,5,34,32,10,1,5,55
83,161,66,15,100,7,8,15,3,13,0,0,37,56,3,2,0,45
82,219,79,18,100,7,8,18,0,17,-7,0,38,32,4,1,0,56
66,182,98,10,100,0,8,12,1,45,0,0,12,80,1,2,0,60
69,274,73,44,93,6,6,47,3,43,0,6,28,95,8,6,2,58
54,161,70,14,80,4,5,15,0,60,-7,0,97,45,4,3,3,100
66,377,114,26,96,4,6,26,1,23,8,0,48,3,2,2,1,50
77,135,55,13,93,6,6,15,4,47,1,4,0,32,2,3,0,71
77,200,45,18,100,7,8,19,3,58,0,6,20,87,2,2,0,80
70,73,33,8,100,7,8,9,2,0,0,2,67,32,5,-8,2,83
68,124,51,17,100,7,8,17,1,47,0,2,72,73,2,2,2,80
81,275,80,50,98,6,6,50,2,16,7,0,3,10,3,3,0,25
81,165,95,17,100,7,8,18,0,50,0,0,21,29,2,2,1,80
81,178,76,22,100,7,8,16,1,9,13,0,22,32,4,1,1,42
92,490,127,10,100,7,8,11,0,0,23,0,0,32,2,-8,0,25
74,138,45,5,100,7,8,5,2,40,0,0,74,89,1,1,1,50
71,127,67,18,94,6,6,18,1,33,-7,0,87,87,3,3,1,100
69,252,90,44,91,4,5,46,4,20,4,1,23,100,11,2,1,78
59,224,122,13,58,2,2,33,0,32,-7,0,55,47,4,4,0,62
64,76,46,19,95,0,2,21,0,55,0,0,87,58,4,5,4,75
81,159,78,21,92,6,6,24,2,38,0,1,4,32,2,-8,0,50
54,188,73,35,87,4,6,38,4,66,-7,13,103,97,5,5,4,71
83,81,43,14,100,7,8,14,1,43,19,0,17,87,6,2,0,100
68,135,64,19,90,6,5,21,4,52,0,0,41,92,7,2,1,82
74,247,107,46,100,7,8,47,2,38,0,1,38,88,11,1,2,87
71,146,52,17,89,6,2,46,3,22,-7,2,33,92,4,2,1,86
72,386,95,33,100,7,8,33,3,18,2,2,30,97,9,2,1,58
67,144,95,12,71,6,2,3,0,29,-7,0,43,32,2,-8,0,67
78,124,67,25,100,7,8,25,1,28,-7,0,13,32,4,1,1,45
73,64,29,13,100,7,8,13,2,38,0,4,22,100,3,2,0,63
82,247,57,46,98,6,6,46,3,28,0,0,3,45,3,2,0,45
82,240,103,23,92,6,6,26,3,50,-7,1,9,88,2,2,0,50
70,386,92,25,100,7,8,25,3,56,0,4,67,89,4,4,2,89
70,132,41,21,100,7,8,23,9,22,-7,3,50,99,3,1,1,50
62,267,181,6,71,4,5,7,0,14,-7,0,95,32,1,1,1,67
89,166,96,19,100,7,8,19,1,32,9,0,10,66,4,2,1,75
88,330,127,22,100,7,8,23,1,14,23,0,4,32,2,1,0,27
80,146,38,15,100,7,8,30,1,13,3,2,16,32,2,1,0,27
71,178,68,47,98,4,6,62,2,6,0,6,7,32,5,1,0,40
74,188,90,25,96,6,5,27,2,46,0,0,29,49,6,3,1,64
57,474,140,10,54,4,5,13,0,31,-7,0,15,81,5,1,2,78
79,142,70,30,100,7,8,32,2,39,2,1,6,84,2,10,0,60
91,378,127,13,100,7,8,13,0,15,0,0,10,32,2,-8,0,25
84,403,157,26,100,7,8,27,0,7,13,0,3,32,11,1,1,75
69,198,100,18,89,6,6,18,0,61,0,1,54,89,4,2,1,100
75,176,107,24,96,6,6,24,0,25,0,2,15,32,4,2,0,60
86,423,149,14,93,6,7,15,0,53,0,0,23,60,3,2,0,83
60,429,155,13,94,3,2,16,0,25,0,0,4,32,3,1,0,71
79,183,100,15,100,7,8,0,1,13,0,3,43,28,7,1,2,80
73,178,73,14,100,7,8,14,2,50,15,0,74,93,6,2,1,100
80,306,79,16,100,7,8,19,3,13,9,0,19,32,4,1,2,50
88,413,78,48,100,7,8,76,2,29,2,1,1,100,1,1,0,13
67,199,84,24,100,6,8,24,2,33,0,1,81,85,3,3,3,86
66,159,82,15,82,6,4,22,1,50,-7,3,107,32,2,1,1,100
90,238,103,16,100,7,8,16,0,25,0,0,1,32,1,1,0,33
80,236,88,39,90,6,6,41,4,32,0,2,1,56,4,1,0,63
88,132,82,7,100,7,8,7,0,29,23,0,1,59,1,2,0,60
74,306,91,34,97,6,6,37,2,26,-7,2,12,78,7,4,0,67
88,272,117,21,100,7,8,21,0,24,20,0,0,32,0,1,0,14
61,174,65,12,92,6,6,13,2,23,0,4,88,32,5,1,5,86
90,152,107,3,100,7,8,3,0,67,13,0,0,5,0,1,0,50
61,105,20,26,100,7,8,28,10,61,0,0,48,98,7,4,2,73
87,205,102,14,100,7,8,18,0,56,-7,0,5,74,2,2,0,67
73,185,67,10,92,6,6,18,2,67,10,0,15,70,1,3,0,80
82,190,80,28,100,7,8,28,1,21,17,0,32,50,2,2,0,50
73,105,14,3,100,7,8,8,0,0,3,1,54,32,2,-8,0,67
56,183,59,36,95,6,3,40,3,38,-7,0,51,32,5,1,3,67
79,138,71,19,95,6,6,19,0,42,0,0,17,92,2,3,1,71
68,168,76,18,94,4,6,18,3,28,0,2,33,77,3,2,1,63
55,75,45,16,94,4,6,12,2,13,-7,3,53,32,12,1,3,93
71,373,102,12,100,6,8,12,1,33,1,3,0,32,0,1,2,25
82,189,82,16,100,7,8,16,1,44,3,1,12,32,2,2,0,44
79,126,64,28,100,6,7,4,1,39,-7,0,33,32,3,2,0,56
58,184,66,39,85,0,5,57,3,44,0,3,95,78,5,4,3,100
69,114,57,28,90,4,6,29,0,55,0,0,85,58,2,4,1,100
85,132,62,29,100,6,7,29,2,21,-7,0,1,79,3,3,0,67
63,153,68,37,91,6,6,45,1,89,0,0,82,74,3,5,0,100
70,347,104,22,82,4,6,22,0,41,0,1,14,35,2,4,0,75
55,205,147,10,83,1,2,12,0,33,-7,2,99,70,2,2,2,100
77,107,53,16,100,7,8,24,4,67,0,4,28,61,1,5,0,86
53,54,25,19,89,4,6,19,1,79,0,2,112,86,2,8,2,91
70,151,79,38,95,6,6,39,1,21,0,1,29,84,14,3,2,81
91,325,117,13,100,7,8,13,0,8,24,0,3,32,2,-8,0,25
79,409,127,16,94,6,4,17,0,29,0,0,49,32,2,-8,0,33
88,133,71,35,100,7,8,37,0,51,0,2,8,49,1,2,0,33
83,135,72,27,100,6,7,27,1,48,3,1,16,75,1,3,0,44
82,317,133,15,100,6,8,15,0,47,0,1,19,5,1,2,0,50
77,130,66,22,92,6,5,32,3,29,-7,3,8,100,1,3,0,71
60,168,57,17,95,4,6,22,7,23,0,6,30,100,4,3,2,47
75,260,126,22,100,7,8,22,0,14,0,0,47,32,6,1,3,57
63,326,50,14,81,6,2,16,8,44,0,2,62,32,3,1,2,50
86,264,134,17,100,7,8,17,2,12,23,0,13,95,6,2,0,67
74,319,75,30,100,7,8,31,4,29,2,5,37,77,6,5,0,69
73,19,9,2,100,7,8,3,2,33,0,8,15,32,1,1,0,67
68,248,72,35,97,0,2,39,1,28,11,0,9,63,3,3,1,33
85,207,102,21,100,7,8,21,1,29,8,0,0,32,2,1,0,67
57,129,63,32,84,6,6,32,5,31,0,3,82,73,4,4,3,73
88,369,114,31,100,7,8,33,2,33,0,0,1,91,2,2,0,36
67,103,39,23,96,3,5,26,5,32,4,2,7,64,3,3,0,43
85,175,79,21,100,7,8,21,1,10,1,2,8,32,1,1,0,25
88,190,65,20,100,7,8,21,1,14,5,1,0,50,4,2,0,46
76,197,71,24,100,7,8,25,2,24,-7,2,33,99,3,2,1,38
68,182,94,19,90,4,6,20,0,40,0,3,5,48,3,3,0,55
60,151,79,8,80,3,5,10,0,10,0,0,112,32,3,-8,1,60
72,255,60,31,100,7,8,32,0,22,13,0,85,14,9,2,9,79
70,122,43,13,100,7,8,15,2,36,2,1,52,46,4,3,2,88
66,28,17,4,100,7,8,5,2,60,3,3,67,32,2,1,0,100
77,267,89,33,94,6,6,35,4,29,-7,0,4,47,7,2,1,50
67,35,17,6,100,7,8,7,2,29,0,4,36,32,3,2,0,71
79,137,60,19,100,7,8,20,1,40,0,0,24,32,3,1,0,44
74,131,46,21,96,6,6,24,3,54,1,1,30,106,1,9,2,100
65,71,47,23,96,6,6,23,0,30,0,1,61,62,6,3,2,75
84,131,61,30,100,7,8,30,2,53,-7,0,18,22,3,2,0,63
82,193,74,13,100,7,8,13,0,38,0,0,21,60,3,2,2,63
82,298,111,24,100,7,8,24,0,38,19,0,25,22,3,2,0,63
67,94,43,5,86,6,5,7,0,14,0,0,54,32,4,-8,2,80
80,109,58,36,100,7,8,38,3,14,-7,0,7,23,4,2,1,26
76,293,74,33,100,7,8,34,1,38,0,2,37,32,13,1,0,88
74,132,72,15,100,7,8,16,1,19,0,2,58,62,5,2,1,80
62,124,52,23,88,4,6,24,4,13,0,0,8,77,4,2,0,33
73,186,53,19,95,6,2,20,1,40,19,0,3,63,3,3,0,55
84,401,128,32,100,7,8,35,0,45,13,0,15,58,5,3,0,62
89,468,78,10,100,7,8,10,1,20,23,0,4,32,1,1,0,33
65,287,82,22,100,7,8,23,3,35,0,1,98,96,10,3,4,100
63,203,79,16,59,4,6,17,1,47,-7,3,55,77,7,3,1,91
64,175,63,27,100,7,8,27,5,30,0,0,63,86,10,3,4,81
75,262,93,12,100,7,8,13,2,62,0,2,76,93,3,2,2,100
75,300,130,27,93,6,6,28,1,25,0,5,39,97,3,4,0,64
54,67,23,15,69,4,6,16,6,25,6,0,76,87,6,2,0,90
89,218,87,24,100,7,8,10,2,35,22,0,9,32,1,1,0,20
68,220,69,27,100,7,8,27,3,44,0,2,95,59,4,4,2,100
63,178,37,15,100,7,8,15,3,7,0,2,84,32,7,1,3,90
66,417,165,7,89,4,5,9,0,56,16,0,93,80,2,1,1,100
65,442,114,28,97,6,6,33,3,39,2,1,66,72,10,5,5,75
63,242,68,25,100,7,8,26,1,19,-7,3,73,32,12,1,5,87
81,175,93,23,100,7,8,17,2,28,3,2,11,32,3,1,1,36
64,30,20,3,67,6,6,4,0,100,0,0,62,72,20,3,2,100
65,168,49,13,100,0,8,34,3,31,0,4,1,80,1,2,0,38
82,165,61,50,100,7,8,51,4,47,-7,3,18,62,3,9,0,75
65,183,115,28,83,6,5,0,2,34,-7,3,68,23,6,3,3,69
60,187,74,23,75,4,6,24,4,38,0,1,44,91,3,2,0,50
72,259,91,26,96,0,2,28,1,30,0,0,51,95,5,2,1,70
69,111,65,14,93,6,6,17,0,33,0,0,11,73,1,1,2,67
65,165,53,27,86,6,4,35,5,41,-7,6,31,60,6,3,1,69
63,320,88,13,79,2,4,14,0,29,0,0,17,32,3,1,0,36
72,186,55,25,92,6,6,43,0,24,-7,0,29,32,4,1,1,71
84,379,59,43,100,7,8,72,4,22,2,2,8,24,3,2,0,26
60,252,78,17,100,7,8,20,0,50,-7,1,85,67,3,3,3,86
85,372,90,27,100,7,8,19,0,26,2,2,1,26,2,2,0,33
61,358,95,31,91,4,6,33,1,39,0,0,70,32,10,1,2,85
57,89,48,25,89,4,2,28,3,32,0,1,36,55,9,2,1,73
78,176,64,27,93,6,5,29,2,24,0,3,12,94,4,2,0,40
66,229,112,28,84,5,3,63,2,39,5,0,72,83,7,4,1,73
88,393,107,28,100,7,8,22,2,29,-7,0,0,32,6,2,0,44
77,298,154,12,100,6,8,12,0,33,0,3,3,32,2,1,0,67
70,183,79,44,100,7,8,36,6,29,-7,5,84,78,14,4,10,79
65,196,54,40,100,7,8,41,3,22,0,4,36,71,12,3,2,63
61,264,110,12,69,2,4,16,2,38,0,2,2,32,1,1,0,33
83,151,62,10,100,7,8,10,1,20,23,0,33,32,3,1,0,67
71,276,60,13,100,6,8,13,1,46,-7,1,24,32,3,1,0,57
81,137,66,34,100,7,8,34,1,62,0,1,24,92,3,4,0,78
80,347,76,24,100,7,8,26,2,54,10,0,13,54,2,3,1,71
69,261,88,23,84,4,6,26,6,24,2,2,16,100,2,3,0,38
75,193,52,23,96,6,2,24,2,29,0,0,27,32,9,1,1,67
59,249,119,4,30,5,2,10,0,40,23,0,58,32,1,1,0,100
90,414,102,22,100,7,8,22,1,36,8,0,0,93,1,2,0,33
65,258,73,62,97,4,6,60,7,25,3,2,20,54,11,9,1,49
67,85,44,15,93,6,6,16,2,33,0,0,59,62,3,2,2,83
84,269,146,29,97,6,6,31,0,39,0,2,0,64,3,1,0,36
78,188,72,20,96,6,3,24,7,43,0,2,1,91,1,5,0,43
59,225,73,52,98,4,6,54,6,54,0,6,45,28,7,3,2,83
79,366,73,11,92,4,6,23,2,75,23,0,13,98,2,2,0,80
71,183,116,29,100,7,8,31,1,39,-7,2,42,97,3,2,0,75
69,266,94,32,100,7,8,34,2,25,-7,1,36,50,10,4,3,78
79,257,98,18,100,7,8,20,2,30,3,1,43,32,5,1,2,70
88,393,158,15,100,7,8,16,0,13,0,0,9,32,3,1,0,50
71,172,64,17,89,6,6,18,1,33,3,1,46,64,7,2,2,75
77,182,70,39,100,7,8,39,2,28,-7,0,13,46,6,3,0,50
76,121,64,17,89,6,6,18,1,50,3,1,4,32,2,2,0,67
78,167,84,29,100,7,8,43,3,30,0,1,24,84,6,4,0,71
86,350,121,15,100,7,8,16,0,44,0,1,12,32,2,-8,0,33
75,100,48,17,100,7,8,18,1,44,0,0,49,36,3,2,2,71
88,193,119,12,100,7,8,14,0,33,-7,2,17,32,2,1,0,75
65,228,69,24,85,0,2,27,1,31,7,0,13,66,3,2,0,46
81,210,106,6,100,7,8,6,0,50,0,0,35,32,2,1,1,100
66,93,49,24,81,6,2,27,4,19,0,0,47,57,3,3,1,64
75,70,38,8,100,7,8,9,1,78,0,4,17,32,2,1,2,100
84,177,86,25,96,6,6,11,0,20,-7,0,1,32,1,-8,0,11
65,233,99,35,81,4,6,36,3,31,-7,1,28,56,3,4,1,47
59,132,80,11,47,3,5,17,0,41,0,2,2,32,2,1,0,67
59,237,89,23,71,4,6,24,1,25,0,0,68,58,10,2,4,81
76,38,21,4,100,7,8,4,1,50,0,1,0,45,0,2,0,67
72,189,91,45,98,4,6,54,1,58,2,3,0,36,1,3,0,33
56,106,31,40,100,7,8,41,10,46,-7,11,57,86,14,6,3,87
73,46,21,7,100,7,8,8,2,50,-7,1,17,77,2,2,0,83
77,264,89,34,94,6,6,52,2,14,20,0,27,32,6,2,1,53
72,178,60,29,100,7,8,48,2,43,-7,3,60,85,6,2,2,89
89,414,203,15,100,7,8,15,3,7,7,0,1,32,3,1,0,45
79,97,56,19,100,7,8,20,1,30,0,3,12,13,2,2,0,83
80,80,49,21,100,7,8,21,0,52,13,0,33,32,4,2,0,75
56,217,101,29,60,4,4,31,0,23,0,2,93,26,9,5,5,100
78,133,63,24,96,6,6,24,1,42,0,2,22,46,4,3,0,70
84,123,48,30,100,7,8,33,7,18,4,1,10,80,4,2,0,35
69,216,100,12,92,6,6,14,0,42,0,2,57,32,3,2,2,100
54,103,46,17,89,0,4,18,4,56,0,1,41,87,3,4,0,58
86,197,95,20,100,7,8,24,1,58,23,0,8,32,4,1,0,63
73,190,71,22,100,7,8,23,1,18,1,2,39,97,4,2,1,75
64,88,44,16,83,0,2,18,2,44,0,0,43,63,3,2,0,56
68,142,54,26,100,7,8,27,2,26,0,3,70,68,5,3,3,80
71,153,51,11,100,7,8,11,3,0,5,0,45,32,7,-8,1,64
65,137,76,22,73,6,4,30,1,60,1,2,45,55,3,4,0,100
70,198,93,7,63,6,5,8,0,50,-7,0,28,42,1,3,1,67
74,111,65,14,100,7,8,15,2,29,3,1,55,100,3,2,3,56
66,193,68,23,88,4,6,24,1,21,4,1,3,72,4,3,0,50
62,262,93,36,100,7,8,37,1,35,19,0,92,56,13,5,8,100
68,358,126,15,88,0,3,17,1,25,23,0,11,32,2,1,0,43
81,330,102,38,95,6,6,40,3,18,1,2,3,76,2,2,0,20
68,353,131,10,50,6,4,20,1,40,0,2,27,32,2,2,1,50
73,336,126,26,93,6,5,27,3,74,0,4,33,20,2,12,0,82
91,429,161,9,100,7,8,9,0,11,23,0,9,32,2,-8,0,50
88,182,83,9,100,7,8,9,0,44,-7,0,10,15,2,2,0,67
67,251,76,31,97,6,6,34,4,59,-7,3,79,84,6,5,2,92
72,264,81,42,100,7,8,44,3,21,0,3,15,50,6,3,1,50
79,140,66,13,100,7,8,13,1,23,18,0,37,92,1,2,1,80
59,15,9,8,100,7,8,8,6,25,-7,1,66,83,2,2,2,63
69,102,39,22,100,7,8,22,4,5,1,5,31,32,6,1,2,58
45,56,35,4,75,0,6,4,1,25,-7,4,68,69,1,1,0,50
63,59,31,17,95,6,2,20,1,53,0,2,57,96,2,9,2,100
78,154,90,15,93,6,6,15,1,20,12,0,39,70,7,2,1,90
79,193,100,24,96,6,6,34,0,40,19,0,16,32,3,1,0,44
89,199,90,24,100,7,8,26,1,62,18,0,5,33,2,4,1,75
56,224,109,27,79,4,6,28,0,21,-7,1,101,79,15,1,11,94
64,161,90,15,76,6,2,17,3,24,0,1,66,32,3,-8,1,57
80,220,79,25,100,7,8,29,0,41,16,0,51,49,4,5,1,69
76,208,61,19,95,6,6,21,3,38,0,2,21,68,5,4,1,67
55,93,45,32,94,4,6,33,4,58,7,0,100,85,2,7,1,100
72,7,6,2,100,7,8,2,2,0,0,4,66,32,2,-8,0,100
89,306,115,20,100,7,8,24,0,17,0,0,10,32,3,1,0,50
91,166,121,10,100,7,8,10,0,40,23,0,10,38,1,3,0,67
88,214,114,31,100,7,8,31,2,13,0,1,16,32,2,1,0,19
70,140,33,5,100,6,8,3,3,0,1,1,4,32,3,-8,0,60
69,183,31,7,78,6,2,9,2,78,-7,1,8,33,1,3,0,80
76,195,67,32,100,7,8,27,5,38,-7,2,27,87,6,4,0,91
56,175,71,22,96,3,5,24,3,42,0,2,70,70,4,6,2,69
78,150,63,37,100,7,8,40,1,18,0,0,3,63,2,2,0,50
65,266,92,32,94,6,6,29,1,6,0,1,49,32,16,1,8,77
60,201,75,25,93,3,5,28,3,32,-7,5,59,64,6,4,3,71
70,7,7,1,100,7,8,1,1,100,23,0,62,92,20,1,2,100
81,69,19,6,100,7,8,3,4,33,4,2,3,32,2,2,0,100
85,166,124,26,100,6,7,27,2,38,0,1,10,68,3,4,1,54
73,320,82,33,100,7,8,23,8,21,3,3,26,91,4,4,1,45
82,429,115,30,97,6,6,30,1,13,11,0,10,51,11,2,0,65
70,243,80,57,98,6,6,58,2,43,3,2,48,87,10,4,4,74
72,324,94,23,100,7,8,23,1,35,8,1,43,64,3,4,1,64
63,95,46,15,93,6,6,15,1,27,-7,1,68,82,6,2,3,80
82,200,82,33,97,6,6,34,2,56,0,2,5,60,3,4,0,73
76,231,86,27,97,6,6,30,3,33,1,1,48,75,4,3,0,78
68,46,31,11,91,6,6,11,0,36,0,0,33,56,4,2,0,86
69,187,88,11,100,7,8,15,2,53,0,2,86,32,4,1,3,100
65,65,31,18,100,7,8,18,4,22,6,0,43,83,6,3,2,82
76,155,75,19,100,7,8,31,1,32,-7,1,46,53,5,3,1,100
61,111,38,14,100,7,8,14,4,29,0,4,94,32,8,1,5,90
63,112,54,17,89,6,2,19,1,37,0,0,72,97,7,3,4,91
62,150,66,40,91,3,2,45,3,20,0,3,49,62,11,3,2,50
79,219,92,18,100,7,8,18,1,28,23,0,15,31,3,2,1,75
60,47,22,16,100,7,8,16,4,19,0,1,84,48,7,2,1,64
84,215,73,25,93,6,5,27,1,41,20,0,0,32,0,-8,0,17
64,150,48,23,96,6,6,23,2,61,0,2,65,96,2,6,1,73
80,139,40,12,100,7,8,14,4,36,2,5,19,97,5,2,0,88
78,56,32,8,100,7,8,9,3,22,0,1,23,19,4,2,0,86
86,272,150,17,94,6,5,18,1,11,6,0,7,32,4,1,0,42
84,83,61,22,100,7,8,19,5,41,4,1,4,91,3,2,0,56
57,171,50,16,89,4,2,19,3,21,0,4,49,79,9,3,2,71
74,159,69,26,100,6,7,27,2,48,-7,0,61,67,3,4,2,78
81,220,36,5,100,7,8,35,0,60,7,0,0,32,0,1,0,33
71,107,62,9,90,6,2,10,0,40,-7,1,57,36,3,2,1,100
70,183,54,32,100,7,8,0,4,31,2,3,49,82,3,3,2,75
62,185,67,38,95,4,6,38,2,24,0,0,19,32,8,1,4,60
74,202,68,27,93,4,6,27,0,30,0,0,16,48,3,3,0,46
72,116,49,10,100,7,8,10,1,80,0,1,94,82,2,4,2,100
71,183,73,11,85,6,2,13,0,46,0,1,49,50,2,2,0,67
76,112,54,19,90,6,6,20,3,40,8,0,15,83,4,2,0,67
90,249,104,12,100,7,8,12,0,42,0,0,0,32,0,1,0,20
73,207,66,23,92,4,6,24,1,33,10,0,0,14,1,3,0,80
72,169,86,17,100,7,8,17,2,29,-7,1,75,32,4,1,2,83
87,182,73,45,98,6,6,45,4,20,15,0,4,46,2,2,0,20
77,272,99,22,100,7,8,23,1,14,23,0,30,8,10,1,1,73
62,146,61,10,82,6,6,12,0,55,0,2,50,32,4,1,2,100
61,127,53,16,94,4,6,16,0,69,0,1,98,64,1,2,2,75
84,200,69,18,100,7,8,18,0,39,13,0,1,86,2,2,0,40
79,202,74,29,93,6,6,30,3,13,0,2,7,85,5,2,0,58
82,34,26,4,100,7,8,4,1,50,5,0,0,95,0,2,0,50
74,129,64,18,100,6,8,18,1,33,3,4,6,32,5,-8,0,56
71,107,42,23,92,6,6,24,3,67,2,4,34,91,6,4,1,83
65,90,37,12,92,6,4,14,4,38,0,3,82,95,4,4,2,100
54,253,94,59,71,3,2,66,5,76,0,0,45,55,3,2,2,71
62,136,63,12,76,6,2,17,0,82,0,1,62,50,20,6,2,100
54,88,37,25,92,4,6,26,3,58,0,4,89,76,7,7,2,100
90,135,76,16,100,7,8,16,1,56,0,0,3,32,1,2,0,75
64,91,55,19,90,0,2,20,2,50,0,2,24,81,6,3,1,82
81,154,62,35,100,6,7,36,2,17,-7,0,4,32,8,2,0,56
76,148,58,33,100,7,8,35,3,35,0,1,15,94,2,5,1,54
74,89,44,24,100,7,8,24,2,33,7,0,26,84,5,3,1,62
77,126,61,25,92,6,6,25,4,12,7,0,9,100,7,2,0,63
83,282,70,19,100,7,8,19,0,32,0,0,5,34,3,2,0,56
74,155,68,18,91,4,6,23,2,26,0,0,1,32,3,1,0,36
73,214,97,27,96,6,6,17,0,18,0,4,35,77,6,2,1,60
70,98,43,17,100,7,8,17,2,35,2,3,36,32,2,1,1,75
75,156,60,28,100,7,8,29,3,32,9,0,42,93,5,1,0,67
81,244,68,26,96,6,6,28,2,12,0,2,2,32,1,-8,0,6
56,189,66,43,92,4,6,49,7,63,0,8,46,39,7,3,3,67
60,183,88,55,95,4,6,59,3,34,-7,1,54,59,6,4,3,61
86,252,78,7,100,7,8,10,3,30,4,3,29,32,1,2,0,50
77,120,53,25,100,7,8,26,4,23,0,1,19,79,6,2,0,67
69,29,10,14,100,7,8,14,10,14,16,0,21,91,8,1,0,77
91,17,177,10,100,7,8,3,0,10,-7,0,2,32,5,-8,0,71
83,43,72,29,100,7,8,5,4,17,0,2,5,32,5,1,0,40
88,450,169,14,100,7,8,14,0,14,23,0,0,32,2,-8,0,50
85,267,72,8,100,7,8,8,0,25,17,0,17,62,2,1,0,75
66,127,63,9,80,6,5,10,1,30,0,0,74,77,3,1,2,100
70,389,81,64,98,6,6,66,3,26,0,6,67,57,32,5,7,93
69,232,59,16,95,6,6,57,6,47,0,5,54,74,2,5,2,78
58,120,69,11,91,6,6,29,2,45,-7,6,92,86,5,3,1,100
72,136,74,3,75,6,6,4,0,25,0,3,0,32,0,-8,0,0
63,135,70,7,55,4,5,11,0,55,8,0,23,33,1,3,1,80
82,257,108,45,100,7,8,46,3,28,-7,1,3,100,2,3,0,46
82,336,142,15,100,7,8,15,0,13,0,1,29,32,4,-8,1,57
75,80,42,15,100,7,8,15,0,53,0,2,39,77,2,1,0,50
65,176,19,18,100,7,8,37,7,10,-7,4,38,100,8,2,2,59
84,170,87,10,100,7,8,10,0,50,0,2,10,32,2,-8,0,67
60,67,53,5,50,6,2,6,0,50,0,2,62,32,1,1,2,100
57,121,63,7,70,0,2,11,0,60,0,0,38,78,1,3,0,100
85,178,74,19,100,7,8,20,2,25,23,0,6,100,4,2,0,55
66,111,35,12,88,6,2,16,2,75,0,4,28,84,2,2,2,80
55,138,43,3,50,5,6,4,1,50,0,2,131,90,1,1,2,100
65,143,85,13,93,4,6,14,2,43,0,0,73,76,3,3,2,100
71,266,62,21,91,4,6,22,3,23,-7,0,17,97,2,2,0,33
61,76,27,8,100,0,8,9,3,25,0,2,74,32,2,2,1,67
81,134,60,25,100,7,8,27,2,15,-7,1,32,48,6,3,0,100
82,190,52,25,100,7,8,26,4,23,5,0,11,50,6,3,0,47
85,220,87,20,100,7,8,18,3,19,-7,3,8,67,3,3,0,50
73,235,89,29,100,7,8,3,1,24,3,1,51,32,4,-8,2,50
72,171,64,28,97,6,5,30,7,53,1,1,61,93,4,2,1,67
67,291,115,24,97,6,5,31,1,32,0,2,83,32,9,1,6,83
90,528,210,10,100,7,8,11,1,18,2,1,2,32,2,1,0,75
55,270,89,20,76,4,6,21,2,14,0,2,51,32,11,1,2,86
74,92,57,21,92,6,2,24,1,29,0,0,21,64,4,3,0,70
76,136,57,20,100,7,8,21,2,33,0,0,44,32,5,1,1,60
84,137,87,22,95,6,6,22,1,41,0,0,8,32,2,1,0,43
73,373,109,27,97,6,6,32,1,34,0,1,57,32,3,1,1,63
88,302,93,14,100,7,8,16,0,7,4,1,2,32,4,-8,0,67
58,210,87,23,70,4,6,23,0,35,0,1,53,5,6,3,2,77
90,226,120,15,100,7,8,15,0,47,0,1,5,32,1,4,0,63
83,166,65,18,95,6,6,19,3,32,-7,1,12,64,2,3,0,63
58,272,52,21,95,6,5,22,6,32,1,8,76,73,8,3,3,86
61,178,45,48,100,7,8,49,8,20,0,2,32,32,11,3,4,52
78,152,56,14,87,6,6,15,1,40,0,0,3,54,2,5,0,64
62,96,62,8,56,4,2,9,1,22,0,0,6,32,1,1,0,33
67,85,35,16,100,7,8,16,4,19,0,2,78,96,5,2,3,78
66,104,85,25,96,4,6,7,3,31,-7,2,38,32,7,1,1,80
77,181,68,27,89,6,5,28,2,46,0,1,4,69,3,2,0,45
83,192,148,7,100,7,8,7,0,71,0,1,62,32,20,1,2,100
75,176,69,18,100,6,8,19,1,42,0,0,48,51,6,3,1,82
88,162,98,10,100,7,8,15,1,20,9,0,0,32,4,1,1,100
87,216,79,21,100,7,8,22,0,14,23,0,10,32,3,1,0,36
